login,password,admin
gmarshall,62mHcQQ0Ok4g,false
callen,Brq5Ai,true
jcoleman,PkEfwY,true
gmatthews,Z1DLJKr,false
cgutierrez,3FIZpwG9dN,true
esnyder,GVoyju3AFG7,false
mrobinson,XIgFA03B,true
jporter,JndqXU0dpN,true
emurray,UkBnjTKma1Gg,true
cprice,m8aIHd0,false
tfernandez,ZPGfBJOXFT50,true
bwhite,DmNSGq8X,false
cmendoza,o1MLeGtE9h,true
lhenry,f1YybE3GQumf,true
wdavis,1IaXrhpy1,true
wlynch,khI89YpJTY,false
halexander,XIxyLR3edw,true
cflores,kYu4RM,true
gjordan,y8fNQ0lltpO,false
pstone,0XpDtBcA,false
hcarroll,YrlZgxb8Ufu,false
shawkins,DitwzjY5F,false
thansen,MJ9nnc79tJVn,false
mfowler,jyVopc,false
ccole,Hc4otNM,true
srice,B5s9kJRQ,true
jthomas,odI8o4JQ8,false
dbryant,fKtnXl5G4tms,false
hlewis,M1jZeGKyeBk,true
shughes,e5iHW4kfC,true
probertson,r3fKkxj,true
rwilliams,HCmTOTilpYve,true
mlopez,buVzU5N,true
rharvey,bD8OQJLB,false
pcarr,b53NIL30j5mk,false
amatthews,WftRzGUoCq,false
rkennedy,lA6q3TdGbA61,false
tknight,bgDmny,true
twilson,cqL4vExMXhXA,true
dknight,SXyotgiO,false
edavis,1WJzTV,false
vporter,G4vW6vSX,false
tlee,E3rtmcMQP,true
dflores,5vcIBqYb3Tmq,true
areynolds,rMb7sMiuk,false
fwatkins,ekWMwBCkm,false
bmeyer,ExlzUWG,false
mspencer,2qP7OBonOxlx,true
vnelson,YECwHxfTl,true
jholmes,HX5XhmDGwubc,false
jramos,W9avgmxl5c,false
jfox,U8O7rglvDXkb,false
rcarpenter,icZlYpQ,true
rchapman,86WrHdVC,false
pbradley,eW5Mp00,false
wrice,1fny15,false
mlewis,8EOeDhzk,false
gspencer,8DKacgdVSyO,true
aolson,Ba0AlZBtjOm,false
cjordan,tXESrUssaX,true
rhawkins,QxysUKZZ76Pu,true
jharrison,wGMWBm,true
crodriguez,Jyv7zmv,true
nbennett,sFixxq,true
jsimpson,nhNhdPqL,true
rharris,EjPUtdkO,false
tramirez,wC3QGzwkCX,true
hhicks,jEb4YoSzKir,false
jbradley,T3nM05q,false
showard,0L0rQwrPV,true
mcollins,165uKh0ibpU5,true
wstanley,eNZX9i6,true
wgutierrez,0xr32ODOANM,true
hlawson,pWlp6NkxEoS,true
crose,1OsnQ8D0,true
jmendoza,hxOI9uBe,false
eburton,06VUkOgs,true
lbell,C4tC2F2,false
vwhite,2tShFuqZg,true
mburns,JqkHulHwpZ,false
thunter,B3eKFUP1S,false
pray,ouckRMws4v,true
brobinson,89YAbunZoeMu,true
smorgan,sFuFCT5n9IQN,false
hreyes,0T93fngH0RVa,true
sbanks,KMPURMW1fH,false
apayne,w3D8z0YEAt,true
rbryant,ehS0qnpaQ7J,true
dpeterson,yye7qLIgFOVM,true
sgonzales,iI7poUzN,false
mthompson,KoKvmvXHNkJ,true
ehernandez,5wBUIIq7h,true
rpeterson,Kd9LKHCEW,true
jshaw,9WgZvkn,true
twheeler,CCcH2ttC7g,true
wlarson,Oe8Enc2,false
nparker,S9vf9ojs8H4,false
hjenkins,qnMPuq0nZt,true
dparker,NiwimtMYr,true
wchapman,KxxNGHw96zO,false
rryan,4omRKl7tNq1d,true
mmoore,EXYl69,true
lwood,a2oBn4VIAJwa,true
sweaver,mPoJo4U9,true
sgardner,Tyr9zL,false
tadams,9S0nMvxgmC,false
lchapman,YDRZ06flFVJ,true
cmontgomery,IjrM8oK,true
hbryant,ZbA4bXTvbs,false
salvarez,1D7zprI,false
ggardner,qgdXWZI,true
pbrooks,APH1DWagg7,true
psnyder,TsffB75,false
hlong,sZpDXiBlIl,true
dcollins,fn9yArt,false
gwebb,28VQcQZ,false
mboyd,mvoZEN,true
grose,HCgpbvLb0,false
lberry,wMMtFKSQ,true
sallen,UoyLf14c9t,true
sbaker,fduO94V1WBn1,true
thowell,8rj375oiB1Ni,false
cgarrett,rHsPVKmwja,true
cgardner,AAfD3LDuG0H,true
ppeters,eSBnXi,true
elarson,1F6en4udHo,true
mgray,F0yJAYT,true
gprice,QrLoQRtKLY,false
preed,IebEkMxQzDn,true
tmarshall,afgKWBiaAll,true
jjohnson,IfHx7Wt,true
ewheeler,SbwdLCp,false
blawrence,81UY14zJ,true
hruiz,ZfYFFS,true
chill,4vjQF6,true
fscott,BNgdOVJ5Sx0,true
bhicks,I9HblN7KV6lr,true
ggordon,kwpjLSmCoC2k,true
emeyer,uc3ZQMwd,false
vgarrett,rEh9vVC,true
mbarnes,kUiAbM,true
ahill,iUvktl,false
nthomas,nuutRfnITO,false
pandrews,lTxKxN8t,true
mgardner,4nj7FtZ,false
jgonzales,LKitmM,true
lhenderson,E0a60o0B6Q,false
sscott,kh6DRwPR,false
mwest,lVMx1vH,true
wfields,7PnU8I,true
cporter,FmQZWlBnGv,false
dgarrett,qqtZQ9VitPNU,false
wsullivan,KGYukxpm8lx,false
blarson,whejHWdbwqv,true
rcarroll,6wVqxP4Dj,true
kmills,OxWnA9Up7,true
agonzalez,stU4HFCLSouh,false
sthomas,dOKDEAVcLuD,true
hnguyen,BAvU14UCO,false
swood,CM6SIn73V6M7,true
bcarr,5Nop1r60FVj0,true
gcole,qTiyAFPEix5y,false
pmason,y5UdnwPZM7,true
gward,DMAYzkep,false
smoore,uXRr4qPACh3p,true
breid,ETK2QvR9,true
mbishop,nkmbHKYv6,false
mburke,yqKL0TqOdjv9,true
bking,csODVYpnI,false
agriffin,GJz67iTd7,true
amedina,15zLD11C,false
avasquez,8iNRXrWgC,false
clarson,2OyipW4taOO,true
bfields,bqwwf9a,true
pjames,eCpbH0a,false
hnichols,xxoVjCN7L,true
wmatthews,til1HOe,true
hrogers,mBYYgWaoGPZ,true
wwarren,AD11Mda,false
chicks,psGD8j,true
wroberts,RW14uOz,true
ncole,D7tudModraW8,true
pnichols,2EoZFLnaPuH,false
mvasquez,dtEtkvo2,false
rrose,zLbFitMf9A,false
jwatkins,aKPTpG4,true
ckim,DLrcXIa,false
sjordan,aHRNSWYYR,false
ascott,D7pOrFX7,false
phughes,3KPg76,true
triley,29CKDfu,false
bchapman,sQaLH0swXAd,true
rwheeler,mTdR7BjPac4,true
phunt,olFUtJk6yN,true
mgonzalez,docr80H,false
gbowman,9yHt7M2,false
rstevens,XGIoWe2,true
mpayne,b5JNjO,false
hwhite,3TqHJZ,false
aparker,7QmkS7nVR2Eo,true
ebaker,Clzq83TSIuN,true
dblack,Aegyv9,true
wharper,9a8CSrC0uEKy,false
elynch,gUO0MC5O,false
kfoster,LeHC4r1QpeW,false
rwatson,Kje1JtW,true
dgrant,bsC4DsMlB,true
pfrazier,4uTxmmzjg,true
kweaver,FKuhtWbjMoR,true
hfernandez,FjHYER,true
ctaylor,9sg7T2rRg,true
pkelley,r8VCDFn6a,false
klarson,HBmgOCACaZU,true
plarson,O8Msb1IQf,true
rmontgomery,Jot3RfI2yKl,false
pdaniels,BXj6zXdmnzt,true
ebell,ChPfhjhklm,true
bkennedy,XEh2x3WYIk,false
wpeters,c1uifu7,true
bcarpenter,VUAU2Jev,false
lpeters,9idzmV,false
msanchez,pWwtEDaOG,true
rduncan,JLyUCVb2Z,true
sfields,jtKxHian,true
rthomas,xgAwTJIv5RZ,false
rreyes,fM94o5,true
rjordan,5YUGpDthDn7,false
echavez,HGuTfTG,true
sbailey,IVIhNW8WfMVG,false
fgarcia,oSqTIIt,false
grichardson,qd5CxvzKs,true
hmorrison,7xY3DUyJ,true
cgrant,P5Qzd8V3Uja9,false
sdaniels,0Obgfcgv4zM,false
tnguyen,w2XSaTWDV,false
rlee,wwMOvl1xR,false
agutierrez,EJsUgHNeHN,true
wmedina,aVb2vvR7,false
gcox,GfCk5CN,false
smitchell,fXOtWNC7K8Gi,false
cmills,9sITSn97uF,true
jfreeman,1turI94l,false
sstephens,bjg9XxRI,false
dmills,3Dg8j276G,true
drobertson,gRL70vjqGR,false
sduncan,nGLpWVl,false
gsmith,704DrdJg1vC,false
kwatson,a9FsdwRUX,false
aramos,kKGamR4m,false
truiz,BxWwkeNG,true
cbishop,7R0mnzOzRoC,true
tharper,sbEAjr,false
bstephens,QcLtsODDh,true
tcollins,0yJKpC6LO,false
bfrazier,NimeE3Ege,false
mlawson,x2EmBaNCOcWD,true
rweaver,LYUtm7Ge,false
hjacobs,NK0kCV33,false
ghunt,L0DWDCNf,false
jchavez,hdyKgJhCZkt,true
rparker,a6KLrW126KyZ,true
aburton,M3jwdcisZq,false
kwelch,5CfuMuo6,true
aedwards,fLOnibdvkRh,false
jhunt,kWYPkP3,true
scruz,5VKXRAA7A,false
rknight,qLy5HMGCJBM,true
pperry,E8U4Xj5hC,false
wcole,clsFq9gJ9O5I,false
ehawkins,jOXdJDZiF5,false
poliver,l9GJvMzCiFHa,false
ljohnston,oHhUE8w8,false
agraham,NfZDKK73bvS,true
randrews,Ki6tAAGT,true
gcampbell,OlKwwtfj,false
vray,d8AIGFdA,false
brice,YtY5FRP9p9Rz,true
edunn,XHWmqCNfsYki,true
plane,sGd9fd,true
pcole,zDHpEIsb0,false
kcunningham,AA8pa5rhI9,true
tgraham,W7fFXbQ7ce9y,true
wjackson,qzkqBIH3G9,true
erichardson,7fso8GZl,false
epatterson,yu7lVH,false
bcollins,fJvEOl4OEl,true
dgutierrez,ZfuPIrIEaEH8,true
dreyes,o2Vm5mXcnY,false
epowell,v2GkeNm9245r,false
cpalmer,ZqddcoKFYM1T,false
egarrett,Uw3gF0Wyb,true
hramos,S0lJCcu5vqW,true
jfisher,kLZHCnL,true
dshaw,itFcFI,true
dwoods,pQrcV2B,true
jgrant,DkRs0MtZT,false
ematthews,aeJXnsUI,true
astewart,yPklRAex,false
belliott,eGJAra,true
nrose,N7f18ja,false
estewart,fs52qGDGK,true
lpeterson,IxevCeXP,true
klynch,4SyBphihfhj,true
malvarez,RPl4Uk,true
csims,7JzOcZ0qK7v,true
bcarter,SdhCFFeNu1O,true
gmeyer,CONP31t52,false
rperez,CksLLn,false
tmatthews,b65s590aF9aN,true
aford,uSJJpC,false
bramirez,ZhZhqB8Pvi,false
bhowell,EB57pB2v61DG,true
bowens,eKjcj0zoFRx,true
vbradley,5d7QFOPQQf,false
hblack,upX0b376sBR,true
nmcdonald,wKs2wlCNH3iv,false
ajenkins,bDD34L7k4hD,true
dlawson,06Ukpw,true
mpalmer,TYpxTYoZv,false
relliott,U8A3Ow,false
lryan,5aIVfG5L7,false
fhughes,2J63dkr2IIG,false
kgordon,oqAmU8kmjr,true
pcollins,4nlbJjl,true
bhudson,UbMjZQpJOG42,false
rwood,DZllTuShQ,false
tmills,CgGcRy5Mi2q,false
abarnes,45BRKCxpe,false
thenry,stFV3o5,true
bsnyder,7SsM1yF7,true
dhowell,U6Yh4KYL,false
jlittle,WPUYxLe4a,true
afisher,C0dkvTB8vvZ,false
tstewart,6pu6JHQuwTps,false
shamilton,UJX1jg6N,true
amyers,aYVLTbGCS4,true
sbennett,RZDSks,true
mmitchell,z07HUrdl2,false
rkelly,65jZD9W,false
lpierce,M08qOy7NbOL,true
rhall,XG8TskDN,false
spayne,FS1uTOr3kQ08,false
amurphy,CQBlI0bDPuQ,true
bcook,QZBlny6V0hAO,true
ccarroll,fhrHLA,false
pgibson,Wc7mEjj,false
klawson,fjI8vDKgGDO,false
charvey,U3AiGB3o1,false
tdixon,crxdmRNo,false
gortiz,wvr1Fa,true
gramos,HOvS0I983GUk,false
barnold,Co3yLdL5e,true
jmoore,c6HztujNedW,false
mfoster,LrdfAjC,false
schapman,VPDGH9cxIF4N,true
mhansen,Tkr3zDt,true
smendoza,JlpWWT2rw,false
ssullivan,87hxa3,false
wburton,43v9P10,true
kmitchell,jJF66x,false
lfox,P3nxTAj,true
proberts,Ii9wchFNi4rF,false
hgeorge,UJpGh8oTyhOp,true
gbanks,J8Vc7lHmz,true
tmorales,uIo6Rsx,true
tcarter,b2FoAc6C3z,true
ktorres,pPmzXTxoFZRA,false
jhart,CihoTSU,false
mgriffin,hwz3HQOrf1,false
hpalmer,MaH2TmQWKF,false
krichardson,e7w9MCpzQ7E,false
pedwards,WeBIYi,true
ljames,G9jBTi,true
dgraham,YGUyR6YScK,true
wmendoza,Fm3FRifR5,false
sjames,otAzB7o0,false
rwagner,s0Ceps4SL1yG,false
rdavis,trHHzfAU,false
ataylor,GZXh6nzQyv,true
ncarr,S93DvcF,true
kmendoza,i9i2f4,true
asmith,BO1Qg8,false
dwelch,tGqkLk73gtE,true
gholmes,9FwTglhB0o,true
cjohnston,LBQtXPbfL,true
bolson,FZoKFPFukd,false
rhenry,Zw39aHyJ,false
dfuller,sDCbmOIxM8,true
sstevens,ACxwKH7O1j,false
alee,NoEHE9eCY,false
kjackson,pvBySyh,false
dgarza,s4lOlFsWU,true
fwilliams,28JEkD0,false
lgarrett,aoKsTqFCBs,false
galexander,Tbz63vcJ0Mqs,false
tperry,FgiessFa88tO,true
hpeterson,UYP1n0fzQLx,false
hmitchell,GUtFfKTaheBA,false
phall,3TvrGFwNC6nz,false
drivera,KwsFNsTPnhY,true
mmurray,YTIF5QNhpb,false
cclark,jtqH4Aj7N6,false
eknight,ZO1cv42,true
wriley,hjtZJmPk,false
hholmes,dRRfdJ,true
lsmith,hwV1Gki,true
ewilliamson,siyNdjGGxYKM,false
bjacobs,zsVL7j7w,true
aortiz,VCidzab,false
friley,Kivmezg,false
woliver,8XkM9wOXZf,true
pruiz,Ei7PRoNMT,false
mpeterson,d1TqnFny,true
troberts,RRHyParj,false
enichols,9eV5unHOj,true
cwagner,7gk6IRasztCF,true
hdean,3dyHq9Osy8FV,true
dharris,tHHayt4SrO3L,false
hdixon,FpBeLiTAN,false
smyers,j4FZz2u,false
gevans,EkpMlwni74,true
cwoods,KKV7kfa,true
nfranklin,SYYQblTb,true
warnold,nZNYt1TSEl,false
mross,V5OmFil,true
fjordan,GsrrxvsyOvt,true
sfuller,oQkKwO38j9p,false
rstephens,toazbyfskd,false
blynch,n4K9I4hc,true
gedwards,bpNwUqQWF,false
gmcdonald,3u8Zl6ig,false
bbanks,1GvYjZ,true
kscott,03fdKWI4,true
smurray,w3J7U7,true
hgilbert,xnFwBaUGaKW7,true
flopez,BNGC5Er9Yz3Q,true
kortiz,JGe7Tf,false
vgriffin,7ssK8Oo4,false
dcarpenter,cX6VfFAPPXAw,true
rlewis,tmNNerzniaUr,false
dsanchez,0xPPNNDn,false
wfoster,5jIaTW2CXcY,false
ejohnston,LIXqv84,true
agarrett,fjhqjP7pvJ38,true
ahudson,1cPyvgTQ9sG,true
sjones,sk3phXIJ5f,false
pkennedy,hixg25r77xx,false
kspencer,qdVJIxeyA6O,false
hbanks,SR4HXXF98,true
rgonzales,BGnqaBd5eIxl,true
jcarter,c2TIvbEQyv,true
tperez,BXUDcmMm9EJ,false
psullivan,zmqBWLU07w,true
crivera,PgzijaUNCNhq,true
gmurphy,OidKSzHk0HM,true
lburke,fl72RnyWhMp7,false
egomez,3ios1UgOiQ,false
jwelch,3M6aaxihxX,false
tfrazier,aRjop6Vkx0X,true
vbishop,zUbGWReuQ,true
hgonzales,Ksb4H8oAvN,true
bharper,FUnyv2bivpS,false
bsimmons,WMBiyhKx,false
wmorrison,8j5sBWbX0Pr,true
srussell,jKSC7T0NVYg,true
bgarza,Z3sB8De1,true
wmartin,AbZPhhY,false
aallen,r1K7exJn,true
tgonzales,yQgHo3xDqf,true
jhansen,UvpZxLqI0S,false
fhunter,immR4D9,false
gjames,f3y5UpCL,true
privera,78QJwN,true
dwright,EHx4tgo,true
joliver,soFZ5twG0c,true
price,2dSGSyTKca,true
hdiaz,wVmuqg,false
jhill,YMWWjlk8pCkz,false
tboyd,m5WsrkakI4h4,true
eberry,GeHiNUyFSzP,true
danderson,RJYS15,false
cthomas,AaFzmE4xjI,true
wbarnes,GPAnSz2QpIwM,false
flawrence,heRhPWIJu5,true
bsmith,zl5MmQL,true
pmontgomery,xELubzzOg1C,false
solson,vUU1RL412,false
pmurphy,r1uz9SFZx,false
plawson,IZ3v9RHY5,false
sbowman,d6qimXZJ,true
ffrazier,IFVruws7C,false
lfisher,nXVI4X,false
nwagner,Mj8H0nfJzWI,true
mlee,z5nWYP,true
tarnold,1YGMRjK5uG,true
chayes,hm6NIR,false
cfranklin,A8BqAIcbyBY,true
mjenkins,YlcC1dVK,false
ngardner,RmLo9Dv55,true
coliver,aWYTWP1miA,false
pphillips,WcTLDvY8P,true
cbutler,NRLJBD4,true
dwest,zEaA1jqo1oHZ,true
sbell,xDAd6M6m,true
mcox,urGJJwHBVq4,false
dallen,0b4DOgPvu,false
pramirez,XXSDUKD2o,false
esimmons,E3U3SbydzxsA,true
fmills,ypEJwUhaPhN,true
wshaw,BoqVxBtEiPFr,true
dbennett,l4LbkL,true
ckelly,AJXicae0pQu,false
nrichardson,EI8HPSquNhE,true
aknight,FNBEV2ws,true
wfranklin,M4SBjqTIwSN,true
fgreene,31XvAdko9Ka,true
rmiller,o5q3w8coh,true
devans,cPJcJXy,false
lbarnes,T0BaJ7DfxX,true
jjordan,rT8khGx2,true
lweaver,4vogZIr3VXF,true
brichards,rM9H0kYria,false
lsims,vEnNVZ,true
areed,AOWUacTE2LjU,false
wcampbell,ltAQggz0z,false
ereynolds,aUHNQxa2,false
bruiz,5obay2Xnduw,false
hfranklin,tDOleuHSwm,true
tandrews,lfZlzh,true
halvarez,jbzsnfkL2,true
vlynch,nxGZjQxlT,true
sdixon,oMeRGqqDK,true
aelliott,WAfSFj,false
kroberts,7m9ixEyOq,false
cdean,OEqXYdIh9j,true
dfreeman,9CpothsNwtPr,false
clawson,q9rjslPh,true
bwallace,osWdBm,true
galvarez,9cTT6L,false
mnelson,5eEVIccs26,true
shansen,Fk2Szy0UCBW,true
cwatson,h3gjB0A,true
rcunningham,tlGyw9UtX4UL,true
mlane,8L6VZB3PWjO,false
lmurray,IKN7XrewXk,false
sbrown,byK7IePPV,true
dlong,gOvQasH7Y,true
hwilliams,hXRqxYt,true
kmoreno,dOeUAAWWbhY,true
aanderson,VJpXxp,false
fbarnes,7VkuMkDjWB59,false
bbutler,cNSK1N,true
cwilliamson,m74jGpo7WgD,false
ashaw,w9mxue,false
bcunningham,NSZk6m,false
pgriffin,miLFyaxMC,false
gmartinez,TXUaEQP8,false
spowell,B50y4KjyqVKB,false
emyers,EvKFnOVZp,true
cperkins,qmJmkc,true
gwilliamson,ISHHMvYGlvsu,true
bgutierrez,2Y7mJrV1KoZ,true
wbell,4ArrHgl,true
salexander,uwb6IVeHcDmc,false
dray,OfQErYtabaok,false
egordon,wV4w7mwf38Ky,false
hweaver,A695tiT,true
lhanson,cfEDpOZ4Y,false
frose,ZktqLg,false
gfoster,v2AW99v06Iw,true
progers,7k3uiEdtfqB,false
ccollins,BA8cjYpO9K,false
hcook,qr85Gchiy,true
mmills,v6fbUA,false
ffields,c3ZeVrKcIlzi,true
kcoleman,H6MfseajKXTp,true
sjohnston,WUc9N3sUGu,false
mlynch,MCuyECCRww,true
wsmith,WGl1yD8,false
kgreene,mjNAUN1ueM,true
dhill,DmqHUMfiEf6B,true
jschmidt,RDi9hlB,true
welliott,N2MxA0sgVyf,false
rellis,nXGLCt,true
sking,kqSzhER,false
rowens,thI7k8a,false
erobertson,xy4YotgFyg5C,true
fharrison,kGTZpTHo,true
mharris,ZQzID1eyqD8,false
tromero,GsNVf2,false
jray,lQxqyddFaFp,false
redwards,BHL5PeG,true
trussell,YoMElKSO,true
ebishop,sr30N2lvPV8s,true
tyoung,Z6PWWfIxQT,true
tevans,imiVN6jrjly,true
dfoster,iV8KwlB,true
egray,yvsC78ceIhg,true
cmartinez,JjSu7arW1X,false
hwatson,enBec5ze7cb,true
pgordon,dZoaHUCuD,true
bhart,Vjmtm8yq3,true
dmorales,Bz2BuSy,true
pmatthews,EEftqAcpcwq,true
fwashington,9iwviCChTBAb,true
kgibson,MkbP2M8UNgn,true
mknight,wgnvQcKw,false
pbutler,k4jcCdp3JS5D,false
efoster,s4oiCBYkw,true
wsanchez,xCji4HldXp,true
bwright,hkrhNEVF,false
bryan,rlpt6t,true
aturner,1RcWSQpGtI,false
wallen,kjPU7NCy5,false
kcarroll,w9cOpw5NURrA,true
hcruz,rV50iHShaCyN,false
sfoster,ArfMtj6,false
awashington,qnBCFdsO,true
afernandez,uN8mwPC3,true
vgonzalez,I7Anagn7D2,false
csimpson,Fmq1bdAW9Ss,true
cadams,lH2LAXVue,true
cgreene,W96g0Iq,true
eweaver,xdfJM2m54,false
wpierce,XPhEYygHj,true
dbell,B12SZi,true
tbanks,vWEa8FHdcn,true
shanson,lfbMQdqiFXpp,false
srichards,Iog10KsAFOo,true
sgutierrez,EcRZmIFq,true
bthompson,mb7UCBfC,false
cbanks,BTGN1DiCK,true
lharvey,nLTNNw,false
wjohnson,Cs9DYMrOJW,true
mhart,VGfpyqe0jlaj,false
pporter,oDUhC4f,false
kreid,wvRgxNu,false
gwheeler,ITAQwE5,true
tgarrett,U1txlmaH4ObX,false
athomas,3MhwX8Ltp,true
rrice,gj3GnSSQFR,true
ralvarez,gixQPA5uiu,true
rnguyen,ax9W4mC5x,true
rporter,kNwb0Qh,true
ejohnson,Tm58I9dWVpe,false
wgriffin,LmiSblyODQz,false
kedwards,5M9uTh8DgUt,false
bdiaz,lHib2zj7,false
dmartin,ehbknC,true
landrews,EQZafMj29xS,false
vlopez,mmXIqSKuMTzo,false
lmills,YHQGKl,true
fwilson,EAWrrNkj,false
aperez,yYbS4he,false
abaker,mwgeZBmg,true
khill,NVDuxRDkCjCy,true
sferguson,RhXNtd7,true
nalexander,SqUa8x4shp,false
kreed,lWi7nvb1r,true
cgray,5kMpYC7,true
sknight,B4PVCaU6z,true
snichols,aporGZ9c,true
cfisher,nOd2ZT4,true
colson,kbXqbGfF6hW,false
sstone,ArYAW963hpD,false
nreed,4SYjH1XEF,false
asanders,SPACl77kg,true
rfields,gUGnMNV1,true
apowell,1aJw9z,true
hpatterson,pVdc8lXH9,false
wcoleman,ZWmrvItT7Q,true
rrogers,cRTfOiXM,true
ghart,2qPJdr1Ano,true
ehudson,aM2vDv4e3n,false
ehunt,8JvocWJ4PL,false
lriley,Jq279Vrp2jaX,false
bhill,O6UVonRn,true
rsims,IMPaHmvnDXU5,true
ggray,97wmXU,true
dmcdonald,CR1ldw9,false
alopez,VZmzXVuT2aA,true
gmoreno,OSqkkxl,false
tburke,eV548T67m,false
hpowell,uiqm0o61I7,false
rmyers,MxB5rd,false
rrobertson,Wghcm06,true
jarmstrong,qdXy2Uzfs,false
kday,fiaN7Ti2,true
athompson,DnpUOufmGogQ,true
daustin,TfIOsvCv,true
elittle,P2qJi6lJu5u2,true
rward,kbmE3zV,true
radams,JdRPtEKb,true
hfowler,1unfnQye,true
ealexander,SNhJafN2zTNd,false
flong,1dbd0Yr,true
bhenry,NIP4zMJs,false
nmartin,GhQav6,false
dwood,7BELxBmkhN,false
bcarroll,6UOYNKS6QV,true
moliver,a9knzN,false
hray,FSZiQRsdGTMa,true
bward,HqeW7hR97,false
saustin,Oz2iYtZ9FIN,true
nstevens,UIX1x15ww5,false
hthomas,GZcADQ,true
esullivan,t2bUyXS,true
ebennett,KPt2jb49IPY,false
dfowler,ZBmNtcnL,false
jgutierrez,8DOu60qw6S,false
hcox,lC8RW9la,true
vhowell,aKM1c9uK1,false
eallen,3RqiPFzl5,false
fmartinez,xsYQL3hkVVF,false
srobertson,A2PRlV6zayd,true
rwhite,Vx6uDMnBT,true
alane,k1COeFkOlN,false
jjacobs,cwLgCAYAEiK,false
hgray,t7P8XdK6h,false
dlarson,3IpdTBqmQ,true
kjordan,BLOOE9spfFH,false
hmartin,LtcS2SqCl,false
cwillis,j021WVLG252x,false
nhudson,WIkeiW,false
bpowell,DAzrlV,true
bday,TCkZRpbjY,true
mmorrison,7uoUt4oc,false
mrose,HCmU502DXbVN,true
dstone,ol3Inc,true
gparker,I7RfSay,false
gturner,s2fUtDx,true
dmoore,jJasjWMewi,false
ccarr,6ih3ABbuIkvg,true
dross,O6xJYWuPaWDf,false
llawrence,fdrcDT,true
thamilton,xYblWcfb,false
asimmons,GUcTqVoq,false
llong,ERLJSB3SPpb5,true
dboyd,ZSg5JxpHv17z,false
wmccoy,5Ae8ZqrbpGRU,true
sshaw,ASjxBG1Jz,false
efisher,Ett96y6,false
aray,UwaK0hLSQ,true
sgomez,axdEpb9p3,true
wjacobs,hYWrGf5rf,false
amorgan,KWgtXktXIxIP,false
darnold,vpnpujn,true
cmartin,Sk6KdnTh,false
srichardson,qTp6tBY2,false
vruiz,YewYlzjl,true
kburns,r3rr9XQYi5OQ,true
rboyd,jj5PzBcgGz,true
jgarza,2yeSEi8ZG,true
tstevens,XoQMLJI0,true
acastillo,Ul6FaRcSNifs,false
rbell,Evy76ItbMg,true
cwashington,sobwKOtuopk2,true
gcarter,f4RjYz4k,true
npeters,uKhvjsSE,false
kturner,hJGrDaaSi,true
pstewart,egsCQWqr7SV,true
ksanders,WP6PgdAJbD,true
twashington,dVniiW,true
nrichards,D6ohQ3At,false
kford,J70JMyO,true
scarter,HIB2FL9j,false
egardner,yajnt6n54ZB,false
scrawford,NnvKOCW0HQOK,true
bwarren,VKhJH7OgzQ,false
rjacobs,9YF0r67,true
tscott,W1SN5VWtY,false
eharrison,D5fkLVzIhIXC,false
dhernandez,LGHyDmp,false
kdiaz,uzhxVN,true
wwest,WhzLlXuoiF,false
pharper,W1GNglIC,false
vlarson,Li38yOb,false
cnichols,Yld76XTb9o,false
bwheeler,WGxSu6I,true
ghernandez,cWh8xQfUyEFF,false
pmedina,SMtrlHyQ,false
wwallace,bymdcMQxPVo,true
kdunn,pjrc4k7NgKB,true
mburton,07NGQz,true
sfreeman,VJtfrzR6EAD,false
sellis,OFm6jxWJqPa,false
kjacobs,QBttxi,true
mmartin,9GmGrd,true
bbowman,PO2j9o5SASI,true
phenry,EbyZ5Thv9,false
tgray,hXO1Vr5PzFPc,false
emontgomery,dTI9yq9,false
lwilliams,sFMOOA4h9,true
fwagner,DDzIUQ6Xie,false
gwashington,DUuxK3FenopQ,false
kwright,4FQ0lsrs28,false
trodriguez,Qyg8crhlAMT,false
flawson,J1nhtJkfYi,false
tbennett,O9IQ1eV,true
bdixon,C7BCKsb,true
acrawford,QwRSOk67,true
hturner,3On4cSjwr,true
bmurray,JY2O8PEKSWp,false
rjohnston,6crmgXg4,false
fwarren,W518SGYdkVCf,true
rbishop,0MwW4WS,true
cmyers,gFkvTvC,true
mcoleman,mCuncV8OBI,true
gporter,TVhRFln9JP,true
tpatterson,uAFqzSGzd,true
hcole,sd6ycWz7G,false
agarcia,tNodmbp,false
thart,sEM89wLBzEq,false
lknight,C3yCzA9,true
dbutler,tzpILXx,false
wford,fBTPynBY3eu5,false
cpierce,12dIOaIxvC3,false
hgardner,sGJEo2Ige,true
twelch,uiU5ztFn,false
lray,Dg8HDxc4,false
wmcdonald,famd2yZvQP,false
cbaker,zUTZZNHc8,false
ahicks,P0oxip30e5M,false
emccoy,coS8ue2fsU,false
vreid,wPIlMsq5cn,true
emoreno,rGs9fE,true
kramos,yiGsF5A4,false
probinson,gscsCD7am7,true
cwalker,90MoxgpHeTlM,false
aryan,f2YQhln,true
bgomez,Ssd1rOPNOk,true
mperkins,MSG9P9nnRs,true
hwebb,XfqVlM,true
nfuller,z0mqp1,true
bfox,NEZN2xirb,true
mchavez,fcN5iVraFGf4,true
wboyd,akjjLwZ,true
ghudson,gSSfnvQ,true
epayne,rRUROaBieD2,false
vhamilton,zNAGDRPClka,false
mray,96dMlH,false
cmoreno,SDmhw5,false
eflores,lj6gybuT,false
